objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
90211,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2017-12-13,Exact,Forest Service,SHHA - R02F03D06T29f - Little Thompson Draw 6,Little Thompson Draw,Natural,Direct,"WATSON, EVAN (Experienced)",2020-08-18,2020-08-18,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,Nest in poor condition in live BETPAP in drainage bottom.  Nest height is 24 ft with 214 degree aspect.  Nest tree is 31 ft tall with 4.6 inch DBH. Aspect at nest site is 95 degrees with slope of 2%.  Nest stand is two-storied POPTRE/BETPAP with 60% cano,0.078,0.039,0203,Black Hills National Forest,03,2021-02-23,f54ba401-cffc-4565-aacf-3443f134aa51,f54ba401-cffc-4565-aacf-3443f134aa51,NA,3.51853102495e-8,6.9033191801e-4,48,42.84000015258789,C,"Ponderosa Pine Forest, Woodland and Savanna",1784,3.3990578651428223,53.45502853393555,14.75,-6.5,"c(-613318.114189772, 2354985.03391813)"
87034,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2018-07-11,Day,Forest Service,NA,Lower French Cooper's Nest,Natural,Reported,"CLARK, TRACY (Experienced), WHEELER, JAMIE (Experienced)",2018-07-12,2018-07-12,Day,NA,Active,Usable,Reproducing,1,0,1,0,0,Point,"This nest was found by the marking crew after a Cooper's hawk was screaming at them, and then later verified by the wildlife biologists.",0.078,0.039,0203,Black Hills National Forest,00,2021-02-23,0e404213-a2d0-4320-b428-8b0f33209cd8,0e404213-a2d0-4320-b428-8b0f33209cd8,NA,3.50322689605e-8,6.8834434802e-4,67,60.279998779296875,E,"Ponderosa Pine Forest, Woodland and Savanna",1639,3.6614701747894287,97.561431884765625,22.125,20.375,"c(-601737.808137976, 2324520.00995782)"
86449,Kaufman Pasture NOGO Nest 2,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2004-07-13,Day,Forest Service,NA,021202 -,Natural,Direct,"(MIGRATED), D. AUSTIN (Experienced)",2020-06-08,2020-06-08,Exact,NA,Inactive,Usable,Dependent or Nestling Period,7,0,4,0,30,Point,"View Scale at Data Entry 1:20823.367560;
This feature and observation were discovered during the KaufmanTrout Creek Meadows C.E. NOGO Survey.",0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-02-23,FNA_FTR38.8773105.960116122004825225,FNA_FTR38.8773105.960116122004825225,NA,3.2570600921e-8,6.55963587817e-4,53,49.52000045776367,D,"Aspen Forest, Woodland, and Parkland",3046,9.555973052978516,57.52880859375,28.5,-3.25,"c(-854519.643122884, 1805986.90299716)"
94076,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2017-12-11,Exact,Forest Service,COHA - R02F03D06T42c - Newton Fork 3,Newton Fork,Natural,Direct,"WATSON, EVAN (Experienced)",2023-08-08,2023-08-08,Exact,NA,Inactive,Usable,Reproducing,4,0,0,0,10,Point,Nest in poor condition in live POPTRE in drainage bottom. Nest height is 42 ft in fork of tree. Tree height is 58 ft with 16.6 inch DBH. Site aspect is 87 degrees with slope of 2%.  Nest stand is multi-story POPTRE with 30% canopy cover. Average wind at,0.078,0.039,0203,Black Hills National Forest,03,2024-01-22,0af52b0f-bc53-4650-aaac-0d1393ffc2e4,0af52b0f-bc53-4650-aaac-0d1393ffc2e4,NA,3.5176762051e-8,6.90221083979e-4,60,41.880001068115234,B,"Aspen Forest, Woodland, and Parkland",1889,4.997100353240967,114.26129150390625,21.375,-11.125,"c(-614201.721804202, 2353415.04656032)"
94278,2021 SSHA Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2021-07-13,Exact,Forest Service,NA,NA,Natural,Direct,"MATHEWS, ERIC (Experienced)",2021-07-13,2021-07-13,Exact,NA,Active,Usable,Reproducing,1,0,1,0,0,Point,NA,0.078,0.039,0506,Lassen National Forest,00,2021-08-11,10420578-d6d6-411a-84d2-11a051d99144,10420578-d6d6-411a-84d2-11a051d99144,NA,3.3361202441e-8,6.66440658526e-4,75,74.5999984741211,B,Red Fir Forest and Woodland,2001,12.524321556091309,305.5376892089844,37.875,4.125,"c(-2120953.44132674, 2236531.94449582)"
93603,COHA Silver Trident Nest A,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2018-07-25,Day,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, FS TEMPORARY (Experienced)",2018-07-25,2018-07-25,Day,NA,Active,Usable,Dependent or Nestling Period,1,0,0,0,0,Point,"COHA nest site discovered by seasonal employee GS-0404-07, Mitchel Emmer, during a northern goshawk survey.",0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-02-23,024be8a5-8755-4121-9fd7-d4370aa600f2,024be8a5-8755-4121-9fd7-d4370aa600f2,NA,3.2646940964e-8,6.56977777443e-4,19,42.880001068115234,C,Western Riparian Woodland and Shrubland,2833,2.810980796813965,247.83364868164063,10.875,9.125,"c(-772344.02302837, 1816741.10502187)"
100045,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2020-07-27,Exact,Forest Service,R02F03D08T07-07a,Windy Flats Coopers,Natural,Direct,"BACHER, RACHEL (Experienced), COLLING, RYAN (Experienced), HULTS, TODD (Limited Experience)",2021-06-02,2021-06-02,Exact,NA,Active,Usable,Dependent or Nestling Period,2,0,2,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2021-10-27,94aeff9c-bb8a-4b64-8d9f-6928205465bc,94aeff9c-bb8a-4b64-8d9f-6928205465bc,NA,3.5381231824e-8,6.92870516035e-4,55,45,D,"Ponderosa Pine Forest, Woodland and Savanna",1678,4.304555892944336,288.7052001953125,13.375,2.125,"c(-609796.854253897, 2391886.25746363)"
98893,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2024-09-05,Exact,Forest Service,SHHA - R02F03D06T40d - Crooked Creek 4,Crooked Creek,Natural,Direct,"ELIASON, JENNIFER (Experienced), TOBIN, NATALIE (Limited Experience)",2024-09-05,2024-09-05,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,"solid stick base of nest in fork of split top tree, good condition-- live, 60ft tall, 13.6 in DBH, mid-slope PICGLA tree
nest height: 36ft
nest aspect: 30 degrees
aspect at site: 360 degrees
% slope at site: 40
average basal area (>5"" DBH): 70
mature ove",0.078,0.039,0203,Black Hills National Forest,00,2024-10-10,0826BF38-D7FA-47A8-9823-04F56D3712F7,0826BF38-D7FA-47A8-9823-04F56D3712F7,NA,3.5227984884e-8,6.90885496989e-4,52,42.7599983215332,D,"Ponderosa Pine Forest, Woodland and Savanna",1778,3.2797064781188965,34.6241569519043,15.25,-13.25,"c(-614623.397223185, 2363249.7240408)"
109103,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-09-05,Exact,Forest Service,SHHA - R02F03D06T14c - Storm Hill 3,Storm Hill,Natural,Direct,"WATSON, EVAN (Experienced)",2020-07-01,2020-07-01,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,Nest in excellent condition in live lower-slope Pinpon. Nest is in middle of a clump of Pinpon near a clearing to South and hill slope to North. Nest height is 31.2 ftt with aspect of 94 degrees. Tree height is 43.2 ft with DBH of 8.9 inches.  Slope at n,0.078,0.039,0203,Black Hills National Forest,03,2023-02-15,2e267a86-afdf-4c15-8f30-49312d9a1789,2e267a86-afdf-4c15-8f30-49312d9a1789,NA,3.51641325655e-8,6.90056926587e-4,34,27.079999923706055,C,"Ponderosa Pine Forest, Woodland and Savanna",1536,2.626211404800415,111.54097747802734,7.5,-1.75,"c(-602436.090744822, 2350047.41602293)"
107147,Glade COHA Nest F,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-02,Day,Forest Service,SJ-COHA-D26F,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-02,2021-08-02,Day,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,1,0,0,0,0,Point,NA,0.078,0.039,0213,San Juan National Forest,02,2021-11-19,58597337-1d53-427a-82bc-a53278885e4e,58597337-1d53-427a-82bc-a53278885e4e,NA,3.20903865675e-8,6.49572327514e-4,34,40.959999084472656,D,"Ponderosa Pine Forest, Woodland and Savanna",2534,1.8709616661071777,199.05770874023438,6.625,-2.125,"c(-1102868.5245532, 1712184.27126772)"
114445,Pole Canyon COHA Nest C,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-06-07,Day,Forest Service,NA,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-06-07,2021-06-07,Day,NA,Unknown,Usable,Reproducing,1,0,0,0,0,Point,"Nest high in PIPO. Decided to add it as COHA nest due to proximity to sign (whitewash), although no sign of activity was noted at nest on visit.",0.078,0.039,0213,San Juan National Forest,00,2021-11-19,ac65f00d-31b6-456c-9fdb-778a723a41ff,ac65f00d-31b6-456c-9fdb-778a723a41ff,NA,3.21362200565e-8,6.50183077781e-4,56,36.91999816894531,E,"Ponderosa Pine Forest, Woodland and Savanna",2367,5.556527137756348,18.853158950805664,15.875,-1.875,"c(-1106753.43461466, 1724808.4974437)"
115003,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2019-08-08,Day,Forest Service,R02F03D08T10-07a,Long Draw Coopers,Natural,Other,"COLLING, RYAN (Experienced), BACHER, RACHEL (Experienced)",2019-08-08,2019-08-08,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,0,1,0,0,Point,Nest is located in witches broom,0.078,0.039,0203,Black Hills National Forest,00,2021-02-23,0acc5af8-390a-422a-a699-a5f0acf14cc1,0acc5af8-390a-422a-a699-a5f0acf14cc1,NA,3.53272265175e-8,6.92171166667e-4,60,36.400001525878906,D,Spruce-Fir Forest and Woodland,2023,2.4366698265075684,53.583621978759766,7.625,-3.125,"c(-628559.166183912, 2383238.75924713)"
112465,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2018-10-29,Exact,Forest Service,COHA - R02F03D06T28b - Oblivion 1,Oblivion,Natural,Direct,"WATSON, EVAN (Experienced)",2023-09-12,2023-09-12,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,Clumpy groupy pockets of 4B in bottom sheltered by large rock ridge to west,0.078,0.039,0203,Black Hills National Forest,03,2024-01-18,e7c33be5-53c3-4422-8270-4a724d987c86,e7c33be5-53c3-4422-8270-4a724d987c86,NA,3.515598102e-8,6.89951431362e-4,56,41.560001373291016,D,"Ponderosa Pine Forest, Woodland and Savanna",1502,4.452489376068115,151.58734130859375,13.75,1,"c(-599534.462028424, 2348252.35534704)"
124842,Dixie SSHA Nest A,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2021-08-19,Day,Forest Service,SJ-SSHA-D08A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-19,2021-08-19,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,0,1,0,0,Point,Nest is in upper third of medium sized spruce,0.078,0.039,0213,San Juan National Forest,02,2021-11-19,a61812ac-4f06-41bf-adf4-a06452594473,a61812ac-4f06-41bf-adf4-a06452594473,NA,3.19903940105e-8,6.48239267547e-4,48,49.7599983215332,E,Aspen-Mixed Conifer Forest and Woodland,2995,2.7639946937561035,270,8.25,-0.25,"c(-1064513.57942103, 1680498.34568849)"
129569,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-01-12,Exact,Forest Service,SHHA - R02F03D06T31i - Simkins Draw 9,Simpkins Draw,Natural,Direct,"WATSON, EVAN (Experienced)",2018-01-12,2018-01-16,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,Nest in fair condition in lower-slope live Picgla. Nest height is 46 ft with aspect of 2 degrees. Tree height is 80 ft with 10.4 DBH. Aspect at site is 13 degrees and slope is 19%. Nest stand is multi-story 4B PICGLA with 45% canopy cover and no insect i,0.078,0.039,0203,Black Hills National Forest,03,2021-02-23,045057da-3e68-49a3-9833-2fb1c9b9a820,045057da-3e68-49a3-9833-2fb1c9b9a820,NA,3.51269085135e-8,6.89574177245e-4,55,57.63999938964844,D,"Ponderosa Pine Forest, Woodland and Savanna",1709,11.264217376708984,23.24100112915039,34.75,-15.25,"c(-611498.895873874, 2343624.75309473)"
127094,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2024-09-05,Exact,Forest Service,COHA - R02F03D06T63a - East Signal,Signal Knob,Natural,Direct,"ELIASON, JENNIFER (Experienced)",2024-09-05,2024-09-05,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"Great canopy cover; old man""s beard everywhere in stand; good habitat for ACCCOO/ACCSTR
poor condition stick nest in live mid-slope Pinpon;
Nest Height: 35 ft
Nest Aspect: 130 degrees
Tree Height: 53 ft
Tree DBH: 13 in
Site Aspect: 34 degrees
Site Slope:",0.078,0.039,0203,Black Hills National Forest,03,2024-10-10,0E62DA0B-61A3-4497-8D4A-DEA47B3992D2,0E62DA0B-61A3-4497-8D4A-DEA47B3992D2,NA,3.5221566185e-8,6.90802037318e-4,46,45.959999084472656,D,"Ponderosa Pine Forest, Woodland and Savanna",1817,2.5431830883026123,69.274444580078125,8.125,-4.625,"c(-614926.802490673, 2362038.77950198)"
127579,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2016-08-05,Day,Forest Service,R02F03D08T71_01c,Slapshot Coopers C,Natural,Direct,"WEINS, SCOTT (Experienced)",2024-07-10,2024-07-10,Exact,NA,Inactive,Usable,Dependent or Nestling Period,6,0,0,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2024-10-22,ee6c6b57-6867-43a4-9757-0daa2b1f1cbd,ee6c6b57-6867-43a4-9757-0daa2b1f1cbd,NA,3.535748828e-8,6.92563423385e-4,69,58.79999923706055,C,"Aspen Forest, Woodland, and Parkland",1980,8.90836238861084,87.74219512939453,26.75,-2,"c(-637231.440574414, 2389687.47348789)"
133912,Washout COHA Nest A,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-05,Day,Forest Service,SJ-COHA-D28A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-05,2021-08-05,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,0,1,0,0,Point,Nest is well concealed in canopy of PIPO in small group,0.078,0.039,0213,San Juan National Forest,02,2021-11-19,3ed329b8-d9a2-4b42-a78f-bfefdc0385d7,3ed329b8-d9a2-4b42-a78f-bfefdc0385d7,NA,3.20830927635e-8,6.49475058244e-4,42,34.20000076293945,D,"Ponderosa Pine Forest, Woodland and Savanna",2532,1.2766799926757813,220.9143829345703,5.875,-4.375,"c(-1102304.47085988, 1710169.78472814)"
137015,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2017-12-13,Exact,Forest Service,SHHA - R02F03D06T29d - Little Thompson Draw 4,Little Thompson Draw,Natural,Direct,"WATSON, EVAN (Experienced)",2020-08-18,2020-08-18,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,Nest in fair condition in live BETPAP in drainage bottom.  Nest height is 14.0 ft with apsect of 76 degrees.  Nest tree is 40.0 ft tall and has DBH of 13.8 inches.  Site aspect is 76 degrees and has slope of 2%.  Nest stand is multi-story 3A/4A POPTRE/BE,0.078,0.039,0203,Black Hills National Forest,03,2021-02-23,82aee1cb-d14e-4583-be84-9230c3151a38,82aee1cb-d14e-4583-be84-9230c3151a38,NA,3.51837544325e-8,6.90311774651e-4,57,41.79999923706055,D,Western Riparian Woodland and Shrubland,1819,5.489368915557861,57.88818359375,20,-9.25,"c(-613860.564084034, 2354733.57760993)"
132718,Washout COHA Nest F,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-05,Day,Forest Service,SJ-COHA-D28F,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-05,2021-08-05,Day,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,NA,0.078,0.039,0213,San Juan National Forest,02,2021-11-19,2a6174dd-1f65-4be1-b82f-fe9fdc62e9a7,2a6174dd-1f65-4be1-b82f-fe9fdc62e9a7,NA,3.20839763725e-8,6.49486626547e-4,47,41.119998931884766,E,"Ponderosa Pine Forest, Woodland and Savanna",2544,1.7734408378601074,202.38014221191406,5,1.5,"c(-1102050.20493021, 1710357.47428905)"
140101,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2020-08-13,Exact,Forest Service,COHA - R02F03D06T35c - Dutchman Creek 3,Dutchman Creek,Natural,Direct,"WRIGHT, JOHN ALEXANDER (Limited Experience), PIERCE, COOPER REED (Limited Experience)",2020-08-13,2020-08-13,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,NA,0.078,0.039,0203,Black Hills National Forest,03,2021-06-02,40a07243-7a77-4409-aa4e-6d7a2b1f621a,40a07243-7a77-4409-aa4e-6d7a2b1f621a,NA,3.5212562254e-8,6.90685557042e-4,67,52.400001525878906,D,"Ponderosa Pine Forest, Woodland and Savanna",1894,2.9065628051757813,324.9041748046875,13.375,-9.125,"c(-620084.558060904, 2360752.75473866)"
142978,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2020-07-21,Exact,Forest Service,SHHA - R02F03D06T20f - South Sheridan Lake 5,Sheridan Lake,Natural,Direct,"ELIASON, JENNIFER (Experienced)",2023-06-08,2023-06-08,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,"Nest in poor condition in live lower-slope BETPAP. Nest height is 11.7 ft with aspect of 110 degrees. Nest tree is 29.6 ft tall with 6.7 in DBH. Site slope is 42% and aspect is 63 degrees. At initial visit wind avg is 0.7 mph, max is 3.3 mph, RH is 56.8%",0.078,0.039,0203,Black Hills National Forest,03,2024-01-12,4935ece3-748f-4b99-8115-31c5521180bb,4935ece3-748f-4b99-8115-31c5521180bb,NA,3.51754288465e-8,6.90203840218e-4,49,47.720001220703125,D,"Ponderosa Pine Forest, Woodland and Savanna",1538,4.270066261291504,9.958070755004883,21,-18,"c(-596001.309844943, 2351707.67425905)"
142157,Little Mair COHA Nest A,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-24,Day,Forest Service,SJ-COHA-D30A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-24,2021-08-24,Day,NA,Active,Usable,Non-breeding Period,1,0,0,0,0,Point,"Nest is in live canopy of PIPO, against bole. Nest tree is in high BA group with good perches.",0.078,0.039,0213,San Juan National Forest,02,2021-11-19,b00b47b8-43a7-4717-96b5-f57fd93c0fcb,b00b47b8-43a7-4717-96b5-f57fd93c0fcb,NA,3.21115589985e-8,6.49854329264e-4,49,46.20000076293945,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,2532,1.8994566202163696,56.04093933105469,5.5,1.25,"c(-1106594.07652538, 1718275.13622995)"
144119,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2017-08-10,Exact,Forest Service,SHHA - R02F03D06T23b - Zimmer Ridge 2,Zimmer Ridge,Natural,Direct,"STOTTLER, THAWNEY (Limited Experience)",2020-06-22,2020-06-22,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,Nest in Excellent condition in live mid-slope PINPON is loated during the fledgling period. The nest is height is 60 ft with aspect of 0 degrees/upper fork of tree. Nest tree is 70 ft tall with 16.8 inch DBH.  Site slope is 19% and site aspect is 130 deg,0.078,0.039,0203,Black Hills National Forest,03,2021-02-23,ef09f721-1bb6-43ce-b765-655fcb44a235,ef09f721-1bb6-43ce-b765-655fcb44a235,NA,3.5147435807e-8,6.89840229636e-4,51,52.08000183105469,E,"Ponderosa Pine Forest, Woodland and Savanna",1613,2.5326120853424072,23.962488174438477,9.25,5.75,"c(-607605.307298992, 2347250.1191057)"
144671,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2016-08-05,Day,Forest Service,R02F03D08T71_01b,Slapshot Coopers B,Natural,Direct,"WEINS, SCOTT (Experienced)",2024-07-10,2024-07-10,Exact,NA,Inactive,Usable,Dependent or Nestling Period,6,0,1,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2024-10-22,e734d71e-f030-438a-a385-fdf589a6c0fd,e734d71e-f030-438a-a385-fdf589a6c0fd,NA,3.53577310105e-8,6.92566597964e-4,60,61.84000015258789,D,"Ponderosa Pine Forest, Woodland and Savanna",1980,8.90836238861084,87.74219512939453,26.75,-2,"c(-637226.452349878, 2389733.43647648)"
159762,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2019-08-13,Exact,Forest Service,COHA - R02F03D06T52b - Perrin Mountain 1,Perrin Mtn,Natural,Direct,"PITZ, ANDREA JEAN (Limited Experience), WRIGHT, JOHN ALEXANDER (Limited Experience)",2019-08-13,2019-08-13,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"Nest in good condition,  Weather: sky 0; Precipitation: none; Temp: 67.6; Avg wind: 0.7; Max wind: 3.2; Reproductive Period: Fledgling; Nest located: yes; Nest condition: good; Nest Status: unknown; No species observed; nest species suspected based on ex",0.078,0.039,0203,Black Hills National Forest,03,2021-02-23,c2d25be1-c35f-4049-9a3c-9d550d20b415,c2d25be1-c35f-4049-9a3c-9d550d20b415,NA,3.525965234e-8,6.91295779307e-4,66,56.91999816894531,E,"Ponderosa Pine Forest, Woodland and Savanna",1536,8.08110523223877,335.968505859375,26,13.5,"c(-596578.392852926, 2367830.01085025)"
166209,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2019-09-04,Exact,Forest Service,SHHA - R02F03D06T48a - Buck Mountain 1,Buck Mtn,Natural,Direct,"MCENROE, MARGARET KELLY (Limited Experience)",2020-07-22,2020-07-22,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"Weather: Clear skies, no precipitation, temperature 86 degrees F, wind avg 1 mph, max 2 mph, relative humidity is 32%;  nest located in poor condition as new territory; status unknown; nest overstory is PINPON, nest tree is live PINPON; habitat structure",0.078,0.039,0203,Black Hills National Forest,03,2021-04-29,86f92f86-a534-498e-9cc8-f948b5346512,86f92f86-a534-498e-9cc8-f948b5346512,NA,3.52837189495e-8,6.91607965343e-4,61,51.560001373291016,E,"Ponderosa Pine Forest, Woodland and Savanna",1606,2.186591863632202,131.4236602783203,8.375,5.625,"c(-599657.242213977, 2372650.7332515)"
166793,Washout COHA Nest G,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-05,Day,Forest Service,SJ-COHA-D28G,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-08-05,2021-08-05,Day,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,Nest in fork of PIPO,0.078,0.039,0213,San Juan National Forest,02,2021-11-19,9a9e3cf1-5ed2-4476-b227-beaef7707976,9a9e3cf1-5ed2-4476-b227-beaef7707976,NA,3.20849315455e-8,6.4949924895e-4,34,35.47999954223633,E,"Ponderosa Pine Forest, Woodland and Savanna",2550,1.0549523830413818,232.43141174316406,4.875,3.875,"c(-1102153.84098757, 1710622.51259913)"
